MGM_BLD_PK|FLR_MAIN_PURPS_CD|FLR_MAIN_PURPS_CD_NM|FLR_TOTAREA|FLR_RAT|MAIN_PURPS_CD|H_PSU|H_ETC
36110-19677|01001|단독주택|83.43|100|01000|-0|0.277599830418466
36110-19678|01001|단독주택|34.05|58.8591184096802|01000|0.977234308856149|0.977234308856149
36110-19679|01001|단독주택|141.44|100|01000|-0|-0
36110-19680|03999|기타제1종근린생활시설|66|100|03000|-0|-0
36110-19681|01001|단독주택|30.36|100|01000|-0|-0
36110-19683|01001|단독주택|31.73|100|01000|-0|-0
36110-19684|01001|단독주택|73.21|51.3934713934714|01000|0.999439653216576|0.999439653216576
36110-19685|01001|단독주택|26.79|100|01000|-0|-0
36110-19686|01001|단독주택|29.82|53.1550802139037|01000|0.997125820270432|0.997125820270432
36110-19687|01001|단독주택|61.38|100|01000|-0|-0
36110-19688|01001|단독주택|42.98|100|01000|-0|-0
36110-19690|01001|단독주택|70.74|100|01000|-0|-0
36110-19691|01003|다가구주택|265.05|100|01000|-0|-0
36110-19692|03103|파출소|157.31|79.8892895231324|03000|0.724136786161981|0.724136786161981
36110-19693|01001|단독주택|42.98|100|01000|-0|-0
36110-19695|01001|단독주택|96.22|97.1821028178972|01000|0.185175626828614|1.04474535372318
36110-19696|01001|단독주택|214.75|100|01000|-0|0.994196062102133
36110-19699|01001|단독주택|76.92|50|01000|1|1
36110-19700|01001|단독주택|90.25|100|01000|-0|0.910769866727257
36110-19702|01001|단독주택|41.88|67.7450663215788|01000|0.907132252184618|0.907132252184618
36110-19704|01001|단독주택|46.94|100|01000|-0|-0
36110-19706|18001|창고|193.27|100|18000|-0|-0
36110-19708|04001|일반음식점|224.4|100|04000|-0|0.833764907210665
36110-19709|01001|단독주택|39.51|93.9149037318754|01000|0.330813702128719|0.95030380943049
36110-19711|04499|기타사무소|23.76|100|14000|-0|-0
36110-19712|01001|단독주택|17.16|100|01000|-0|-0
36110-19714|01001|단독주택|79.74|100|01000|-0|-0
36110-19715|01001|단독주택|69.42|100|01000|-0|-0
36110-19717|01001|단독주택|118.06|100|01000|-0|0.800152219525251
36110-19718|01001|단독주택|72.4|100|01000|-0|0.88297273916245
36110-19719|01001|단독주택|115.7|61.9478502971569|01000|0.958409506782398|0.958409506782398
36110-19720|01001|단독주택|94.83|100|01000|-0|-0
36110-19721|01001|단독주택|58.48|66.6590675937536|01000|0.918371806039642|0.918371806039642
36110-19722|01001|단독주택|46.28|63.6326137769834|01000|0.945690574891675|0.945690574891675
36110-19723|20999|기타자동차관련시설|5.76|100|20000|-0|-0
36110-19724|20999|기타자동차관련시설|300|100|20000|-0|-0
36110-19725|03007|마을공동시설|37.5|100|03000|-0|-0
36110-19726|01001|단독주택|32.01|100|01000|-0|-0
36110-19727|01001|단독주택|28.76|100|01000|-0|-0
36110-19728|18001|창고|50|100|18000|-0|-0
36110-19729|18001|창고|108|53.6912751677852|01000|0.996064929128721|0.996064929128721
36110-19730|01001|단독주택|109.9|100|01000|-0|-0
36110-19731|17100|일반공장|946.44|92.2779922779923|17000|0.3923074034968|0.775281299855853
36110-19732|01001|단독주택|48.26|100|01000|-0|-0
36110-19733|01001|단독주택|98.37|71.6095217296353|01000|0.860716947626504|0.860716947626504
36110-19734|01003|다가구주택|490.9|100|01000|-0|0.962946578725093
36110-19736|01001|단독주택|62.15|84.6845619294182|01000|0.617678170914297|0.617678170914297
36110-19737|18001|창고|138|100|18000|-0|-0
36110-19738|18001|창고|105|100|18000|-0|-0
36110-19740|01001|단독주택|47.86|100|01000|-0|-0
36110-19741|18001|창고|78|100|18000|-0|-0
36110-19742|01001|단독주택|96.3|100|01000|-0|-0
36110-19743|01003|다가구주택|321.78|82.8433139385202|01000|0.661276571922972|0.661276571922972
36110-19744|01001|단독주택|76.98|57.0856507230256|01000|0.985464600297951|1.23467078726324
36110-19745|01001|단독주택|99.555|50|01000|1|1
36110-19746|01001|단독주택|101.12|100|01000|-0|0.713462333583356
36110-19747|01001|단독주택|33|100|01000|-0|-0
36110-19748|17100|일반공장|82.64|100|17000|-0|-0
36110-19749|01001|단독주택|36.63|100|01000|-0|-0
36110-19750|01001|단독주택|162.31|100|01000|-0|-0
36110-19751|01001|단독주택|98.11|100|01000|-0|-0
36110-19752|01001|단독주택|112.98|100|01000|-0|-0
36110-19754|01001|단독주택|99.33|100|01000|-0|-0
36110-19755|18001|창고|335|100|18000|-0|-0
36110-19756|03001|소매점|117.35|33.3333333333333|04000|1.58496250072116|1.58496250072116
36110-19757|01001|단독주택|102.11|83.2667373399658|01000|0.651566431757088|0.651566431757088
36110-19758|17100|일반공장|397|100|17000|-0|0.156180316081027
36110-19759|01001|단독주택|42.98|100|01000|-0|-0
36110-19760|01001|단독주택|115.7|100|01000|-0|-0
36110-19761|01001|단독주택|36.36|100|01000|-0|-0
36110-19763|01001|단독주택|49.59|100|01000|-0|-0
36110-19765|21101|축사|258.09|100|21000|-0|-0
36110-19766|01001|단독주택|192.46|100|01000|-0|-0
36110-19767|01001|단독주택|31.2|77.9610194902549|01000|0.760878637142993|0.760878637142993
36110-19768|11201|노인복지시설|1545.15|98.4077954335573|11000|0.117886487766323|0.498253724648799
36110-19769|03001|소매점|88.2|64.5302897278314|03000|0.938193153544228|0.938193153544228
36110-19770|01001|단독주택|68.75|100|01000|-0|-0
36110-19771|01001|단독주택|77.56|100|01000|-0|0.636476608568771
36110-19772|01001|단독주택|112.39|100|01000|-0|0.959670596671129
36110-19773|18001|창고|172.92|100|18000|-0|-0
36110-19774|01003|다가구주택|271.99|100|01000|-0|-0
36110-19775|21102|양잠|125.62|69.2159347622459|21000|0.890665117862248|0.890665117862248
36110-19776|04001|일반음식점|190.02|57.3731884057971|01000|1.39801432277672|1.39801432277672
36110-19777|04001|일반음식점|113.94|70.9199551848624|04000|0.869752994684312|0.869752994684312
36110-19778|01001|단독주택|63.37|100|01000|-0|0.217520594495845
36110-19779|01001|단독주택|49.59|100|01000|-0|-0
36110-19780|04406|부동산중개사무소|126|58.3819849874896|04000|0.979631885911369|0.979631885911369
36110-19781|01001|단독주택|46.28|100|01000|-0|1
36110-19782|01001|단독주택|51.57|100|01000|-0|-0
36110-19783|04001|일반음식점|129.84|55.2604698672114|04000|0.992000595920732|0.992000595920732
36110-19784|01001|단독주택|90.4|100|01000|-0|-0
36110-19785|01001|단독주택|53.22|100|01000|-0|-0
36110-19786|03021|마을회관|84.6|100|03000|-0|-0
36110-19787|01001|단독주택|49.58|100|01000|-0|-0
36110-19788|01001|단독주택|99.99|66.4871334530221|01000|0.920080712775453|0.920080712775453
36110-19791|01001|단독주택|71.07|100|01000|-0|0.933001720895615
36110-19792|01001|단독주택|7.8|100|01000|-0|-0
36110-19793|01001|단독주택|31.35|100|01000|-0|-0
36110-19794|01001|단독주택|87.75|100|01000|-0|-0
36110-19796|01001|단독주택|36.72|100|01000|-0|-0
36110-19798|01001|단독주택|50.4|100|01000|-0|-0
36110-19799|01001|단독주택|87.93|100|01000|-0|0.842424188954813
36110-19800|01001|단독주택|85|100|01000|-0|-0
36110-19801|01001|단독주택|99.51|100|01000|-0|0.616924144386761
36110-19802|01001|단독주택|33.06|100|01000|-0|-0
36110-19804|01001|단독주택|46.28|100|01000|-0|-0
36110-19805|01001|단독주택|68.85|100|01000|-0|-0
36110-19806|03001|소매점|79.11|50.5915456929078|03000|0.99989903025496|0.99989903025496
36110-19807|05201|예식장|1076.55|54.2231937564376|05000|0.994847664842806|0.994847664842806
36110-19808|01001|단독주택|46.28|100|01000|-0|-0
36110-19809|04001|일반음식점|567.77|78.8931037836786|04000|0.954126402029795|0.954126402029795
36110-19810|01001|단독주택|95.31|100|01000|-0|-0
36110-19811|01001|단독주택|51.22|100|01000|-0|-0
36110-19812|01001|단독주택|70.19|100|01000|-0|0.677132274117437
36110-19813|04001|일반음식점|69.82|41.428825728357|04000|1.53555047243364|1.53555047243364
36110-19814|01001|단독주택|75.2|100|01000|-0|-0
36110-19815|01001|단독주택|47.19|100|01000|-0|-0
36110-19816|01001|단독주택|39.67|100|01000|-0|-0
36110-19817|01003|다가구주택|100.98|100|01000|-0|-0
36110-19818|01001|단독주택|36.36|61.109243697479|01000|0.964090940718886|0.964090940718886
36110-19820|01001|단독주택|40|100|01000|-0|-0
36110-19821|01001|단독주택|47.93|58.501159526425|01000|0.979045720982365|0.979045720982365
36110-19823|01001|단독주택|41.65|100|01000|-0|-0
36110-19824|01001|단독주택|80.64|100|01000|-0|-0
36110-19825|01001|단독주택|82.98|100|01000|-0|-0
36110-19826|01001|단독주택|221.31|62.3759864712514|01000|1.51825982411465|1.51825982411465
36110-19827|01001|단독주택|125.23|100|01000|-0|0.0986831110312206
36110-19829|01001|단독주택|68.76|100|01000|-0|0.456611298642876
36110-19830|04010|학원|129.105|35.2731445432564|04000|1.95389619983691|2.09883218218572
36110-19831|06101|교회|479.83|100|06000|-0|0.289121850640161
36110-19832|01001|단독주택|66.66|61.3191058780241|01000|0.962709339665294|0.962709339665294
36110-19833|01001|단독주택|29.75|100|01000|-0|-0
36110-19834|01001|단독주택|99.96|100|01000|-0|-0
36110-19835|03199|기타공공시설|877.74|100|03000|-0|0.0789947331001072
36110-19837|01001|단독주택|210.8|100|01000|-0|0.343284457353797
36110-19838|01001|단독주택|257.26|100|01000|-0|-0
36110-19839|01001|단독주택|83.34|100|01000|-0|-0
36110-19840|01001|단독주택|117|100|01000|-0|-0
36110-19841|18001|창고|150.41|100|18000|-0|0.735517470266297
36110-19842|01001|단독주택|45.95|100|01000|-0|0.663570322657126
36110-19843|01001|단독주택|92.8|100|01000|-0|-0
36110-19845|01001|단독주택|66.12|73.2631578947368|01000|0.837663088954263|0.837663088954263
36110-19847|01001|단독주택|91.3|100|01000|-0|-0
36110-19849|01001|단독주택|203.91|100|01000|-0|-0
36110-19850|01001|단독주택|62.81|76.0043562439497|01000|0.794967829066574|0.794967829066574
36110-19852|01001|단독주택|62.81|100|01000|-0|0.629350398250671
36110-19853|01001|단독주택|124.01|100|01000|-0|0.999878410777514
36110-19854|01001|단독주택|73.59|67.2361809045226|01000|0.912495103060691|0.912495103060691
36110-19856|01001|단독주택|71.16|100|01000|-0|0.17683485433482
36110-19859|18001|창고|105.78|100|18000|-0|-0
36110-19860|01001|단독주택|57.85|84.5389449072044|01000|0.621258943632466|0.621258943632466
36110-19862|01001|단독주택|219|99.1443705011544|01000|0.0710626255369731|0.0710626255369731
36110-19863|04402|사무소|441.81|40.8364913577965|03000|1.88370322606223|1.92820287894173
36110-19864|01001|단독주택|16.53|100|01000|-0|-0
36110-19866|01001|단독주택|218.32|41.3751279232839|01000|2.12436764101045|2.12436764101045
36110-19867|04006|수리점|216|100|04000|-0|-0
36110-19868|01001|단독주택|88.97|100|01000|-0|-0
36110-19869|06101|교회|115.7|72.9232320685743|04000|0.842564052151402|1.05343510078922
36110-19870|17100|일반공장|111.41|81.8108385959759|17000|0.684197751908802|0.684197751908802
36110-19871|04005|제조업소|69.24|100|04000|-0|-0
36110-19872|04299|기타종교집회장|152.17|100|04000|-0|-0
36110-19873|03001|소매점|105.76|100|03000|-0|-0
36110-19874|01001|단독주택|287.98|100|01000|-0|0.846869962279368
36110-19876|01001|단독주택|82.24|100|01000|-0|0.177826789705919
36110-19878|01001|단독주택|38.22|100|01000|-0|0.238826541106738
36110-19880|01001|단독주택|72.8|58.8425476883285|01000|0.977319846856463|0.977319846856463
36110-19881|01001|단독주택|90|100|01000|-0|-0
36110-19882|01001|단독주택|77.37|75.9497398645332|01000|0.795875089325731|0.795875089325731
36110-19884|01001|단독주택|55.88|100|01000|-0|-0
36110-19885|04001|일반음식점|115.3|100|04000|-0|-0
36110-19887|01001|단독주택|134.87|100|01000|-0|0.938780649421711
36110-19888|01001|단독주택|121.32|100|01000|-0|-0
36110-19890|01001|단독주택|98.97|100|01000|-0|-0
36110-19891|01001|단독주택|177.9|100|01000|-0|0.405497959383014
36110-19892|01001|단독주택|93.24|100|01000|-0|-0
36110-19894|01001|단독주택|26.45|100|01000|-0|-0
36110-19897|01001|단독주택|70.58|100|01000|-0|-0
36110-19898|04203|사찰|70.56|100|04000|-0|-0
36110-19899|04402|사무소|212.58|45.5222921752538|03000|1.71820966245681|1.71820966245681
36110-19900|01001|단독주택|84.81|100|01000|-0|0.154085369156382
36110-19901|01001|단독주택|102.55|64.4036927714627|01000|0.939281129471324|0.939281129471324
36110-19902|04105|당구장|155.16|67.5019577133908|04000|0.90971547820544|0.90971547820544
36110-19903|04001|일반음식점|88.52|73.7543742709548|04000|0.830430324492718|0.830430324492718
36110-19904|01001|단독주택|66.85|100|01000|-0|-0
36110-19905|21101|축사|660|100|21000|-0|-0
36110-19907|01001|단독주택|91.56|100|01000|-0|-0
36110-19908|18001|창고|207|100|18000|-0|-0
36110-19909|01003|다가구주택|189.12|100|01000|-0|-0
36110-19910|04001|일반음식점|493.2|100|04000|-0|-0
36110-19911|01001|단독주택|61.71|100|01000|-0|0.197527184110497
36110-19912|18001|창고|99|100|18000|-0|-0
36110-19913|01001|단독주택|35.93|100|01000|-0|-0
36110-19915|01001|단독주택|63|100|01000|-0|-0
36110-19916|01001|단독주택|58.31|76.8652781439494|01000|0.780352425468213|1.10661137559953
36110-19917|03001|소매점|14.52|100|03000|-0|-0
36110-19918|01001|단독주택|117.08|80.6391624767546|01000|0.708959165896891|0.708959165896891
36110-19919|18001|창고|29.63|100|18000|-0|-0
36110-19920|01001|단독주택|95.82|100|01000|-0|-0
36110-19921|04402|사무소|27.44|100|04000|-0|-0
36110-19922|01001|단독주택|39.66|100|01000|-0|-0
36110-19923|01001|단독주택|89.25|100|01000|-0|-0
36110-19924|01001|단독주택|11.88|100|01000|-0|-0
36110-19925|01001|단독주택|62.65|90.3128153380424|01000|0.45900041404327|1.29001088104703
36110-19926|02005|부대시설|486.46|100|02000|-0|-0
36110-19927|03001|소매점|105.83|57.4444987244206|04000|0.983949394025992|0.983949394025992
36110-19928|04001|일반음식점|148.8|100|04000|-0|-0
36110-19929|04005|제조업소|96|57.1428571428571|04000|0.985228136034252|0.985228136034252
36110-19930|01001|단독주택|80.99|100|01000|-0|-0
36110-19931|21101|축사|168|100|21000|-0|-0
36110-19932|01001|단독주택|29.75|100|01000|-0|-0
36110-19933|01001|단독주택|30.69|100|01000|-0|-0
36110-19934|03021|마을회관|99|50|03000|1|1
36110-19936|02004|생활편익시설|414|100|02000|-0|-0
36110-19937|01001|단독주택|50.91|100|01000|-0|-0
36110-19938|01001|단독주택|29.75|100|01000|-0|-0
36110-19939|01001|단독주택|86.17|100|01000|-0|-0
36110-19940|01001|단독주택|162.2|100|01000|-0|0.380838410636782
36110-19941|01001|단독주택|85.95|100|01000|-0|-0
36110-19942|01001|단독주택|46.28|100|01000|-0|-0
36110-19943|01001|단독주택|81.36|100|01000|-0|-0
36110-19944|04001|일반음식점|107.69|100|04000|-0|0.994485234601119
36110-19945|04402|사무소|274.87|65.8213601532567|04000|0.9265179158471|0.9265179158471
36110-19946|01001|단독주택|65.86|100|01000|-0|0.187815889580844
36110-19947|13009|당구장|133.11|50.2947177510769|04000|1.45450390424867|1.45450390424867
36110-19948|01001|단독주택|56.4|100|01000|-0|-0
36110-19949|01001|단독주택|36.36|100|01000|-0|-0
36110-19950|01001|단독주택|97.8|100|01000|-0|-0
36110-19951|01001|단독주택|72.73|100|01000|-0|-0
36110-19952|01001|단독주택|54.22|100|01000|-0|-0
36110-19953|01001|단독주택|46.28|100|01000|-0|-0
36110-19954|04402|사무소|40|100|04000|-0|-0
36110-19955|01001|단독주택|70.42|100|01000|-0|1.30413638030875
36110-19956|04001|일반음식점|235|100|04000|-0|-0
36110-19958|01001|단독주택|66.4|100|01000|-0|0.58043987623475
36110-19959|01001|단독주택|229.43|62.6327427588654|01000|0.953450308703688|1.86271739112049
36110-19960|01001|단독주택|137.8|100|01000|-0|-0
36110-19961|01001|단독주택|62.8|50.7269789983845|01000|0.999847502204092|1.37647280137541
36110-19962|01001|단독주택|53.4|100|01000|-0|-0
36110-19965|17100|일반공장|3284.8|78.5254954459611|17000|0.750455356042382|0.750455356042382
36110-19966|01001|단독주택|120.32|100|01000|-0|-0
36110-19967|01001|단독주택|87.93|100|01000|-0|-0
36110-19968|01001|단독주택|102.47|100|01000|-0|0.962862838166962
36110-19969|01001|단독주택|69.46|100|01000|-0|-0
36110-19971|18001|창고|33.66|100|18000|-0|-0
36110-19972|01001|단독주택|65.82|100|01000|-0|0.525927287130476
36110-19974|18001|창고|46.8|100|18000|-0|-0
36110-19975|01001|단독주택|83|100|01000|-0|-0
36110-19976|01001|단독주택|98.18|85.589748060326|01000|0.594882915533728|0.594882915533728
36110-19977|03022|마을공동작업소|198|100|03000|-0|-0
36110-19978|18001|창고|67.1|100|18000|-0|-0
36110-19979|01001|단독주택|137.25|100|01000|-0|-0
36110-19981|01001|단독주택|53.71|100|01000|-0|0.721481025612551
36110-19982|04001|일반음식점|33|100|04000|-0|-0
36110-19983|01001|단독주택|102.48|100|01000|-0|-0
36110-19984|01001|단독주택|28.38|100|01000|-0|-0
36110-19987|01001|단독주택|88|50|01000|1|1
36110-19988|01001|단독주택|150.45|100|01000|-0|0.525450679908621
36110-19989|01001|단독주택|69.4|100|01000|-0|-0
36110-19990|01001|단독주택|84.36|100|01000|-0|0.49849842983594
36110-19991|18001|창고|58.5|100|18000|-0|-0
36110-19992|01001|단독주택|74.25|100|01000|-0|-0
36110-19993|01001|단독주택|45.29|100|01000|-0|-0
